Species,Wide_Vessel_Diameter
P. pseudota_VX,31.49
P. pseudota_VX,31.53
P. pseudota_VX,32.66
P. pseudota_VX,32.79
P. pseudota_VX,32.79
P. pseudota_VX,33.15
P. pseudota_VX,33.44
P. pseudota_VX,34.58
P. pseudota_VX,36.21
P. pseudota_VX,36.21
P. pseudota_VX,36.84
P. pseudota_VX,38.13
P. pseudota_VX,39.65
P. pseudota_VX,40.55
P. pseudota_VX,41.28
P. pseudota_VX,41.79
P. pseudota_VX,42.31
P. pseudota_VX,42.56
P. pseudota_VX,42.62
P. pseudota_VX,42.65
P. pseudota_VX,42.75
P. pseudota_VX,42.91
P. pseudota_VX,44.14
P. pseudota_VX,44.26
P. pseudota_VX,44.77
P. pseudota_VX,45.73
P. pseudota_VX,46.16
P. pseudota_VX,46.16
P. pseudota_VX,46.63
P. pseudota_VX,46.94
P. pseudota_VX,47.54
P. pseudota_VX,47.99
P. pseudota_VX,48.74
P. pseudota_VX,49.43
P. pseudota_VX,50.61
P. pseudota_VX,51.24
P. pseudota_VX,51.84
P. pseudota_VX,51.84
P. pseudota_VX,52.18
P. pseudota_VX,52.56
P. pseudota_VX,52.97
P. pseudota_VX,53.09
P. pseudota_VX,53.7
P. pseudota_VX,56.91
P. pseudota_VX,57.38
P. pseudota_VX,57.38
P. pseudota_VX,57.47
P. pseudota_VX,57.59
P. pseudota_VX,58.65
P. pseudota_VX,60.12
P. pseudota_VX,61.01
P. pseudota_VX,61.73
P. pseudota_VX,62.38
P. pseudota_VX,63.07
P. pseudota_VX,64.02
P. pseudota_VX,64.02
P. pseudota_VX,65.65
P. pseudota_VX,67.29
P. pseudota_VX,67.39
P. pseudota_VX,67.59
P. pseudota_VX,68.46
P. pseudota_VX,68.48
P. pseudota_VX,70.49
P. pseudota_VX,70.97
P. pseudota_VX,71.25
P. pseudota_VX,71.61
P. pseudota_VX,71.85
P. pseudota_VX,73.77
P. pseudota_VX,73.77
P. pseudota_VX,73.79
P. pseudota_VX,73.79
P. pseudota_VX,75.57
P. pseudota_VX,79.3
P. pseudota_VX,79.32
P. pseudota_VX,81.18
P. pseudota_VX,81.39
P. pseudota_VX,82.23
P. pseudota_VX,84.9
P. pseudota_VX,86.56
P. pseudota_VX,86.95
P. pseudota_VX,88.54
P. pseudota_VX,88.58
P. pseudota_VX,92.28
P. pseudota_VX,95.08
P. pseudota_VX,95.09
P. pseudota_VX,95.31
P. pseudota_VX,96.85
P. pseudota_VX,98.25
P. pseudota_VX,98.36
P. pseudota_VX,98.41
P. pseudota_VX,99.58
P. pseudota_VX,100.05
P. pseudota_VX,100.21
P. pseudota_VX,101.61
P. pseudota_VX,101.61
P. pseudota_VX,101.85
P. pseudota_VX,102.66
P. pseudota_VX,103.29
P. pseudota_VX,104.21
P. pseudota_VX,104.93
P. pseudota_VX,105.24
P. pseudota_VX,105.73
P. pseudota_VX,105.8
P. pseudota_VX,105.8
P. pseudota_VX,106.3
P. pseudota_VX,106.46
P. pseudota_VX,106.75
P. pseudota_VX,108.31
P. pseudota_VX,109
P. pseudota_VX,109.14
P. pseudota_VX,109.83
P. pseudota_VX,109.85
P. pseudota_VX,110.03
P. pseudota_VX,110.14
P. pseudota_VX,110.43
P. pseudota_VX,114.71
P. pseudota_VX,114.8
P. pseudota_VX,116.5
P. pseudota_VX,118.9
P. pseudota_VX,119.68
P. pseudota_VX,119.72
P. pseudota_VX,121.35
P. pseudota_VX,121.59
P. pseudota_VX,122.35
P. pseudota_VX,126.24
P. pseudota_VX,127.25
P. pseudota_VX,131.74
P. pseudota_VX,132.17
P. pseudota_VX,132.83
P. pseudota_VX,132.95
P. pseudota_VX,134.99
P. pseudota_VX,136.07
P. pseudota_VX,136.34
P. pseudota_VX,136.42
P. pseudota_VX,136.73
P. pseudota_VX,137.05
P. pseudota_VX,137.8
P. pseudota_VX,138.95
P. pseudota_VX,141.02
P. pseudota_VX,141.5
P. pseudota_VX,143.93
P. pseudota_VX,144.58
P. pseudota_VX,147.68
P. pseudota_VX,147.77
P. pseudota_VX,149.32
P. pseudota_VX,150.83
P. pseudota_VX,152.47
P. pseudota_VX,153.45
P. pseudota_VX,154.18
P. pseudota_VX,154.65
P. pseudota_VX,154.8
P. pseudota_VX,155.87
P. pseudota_VX,160.66
P. pseudota_VX,162.55
P. pseudota_VX,165.9
