Species,Feret
P.bracetosa,27.292
P.bracetosa,27.292
P.bracetosa,27.375
P.bracetosa,27.684
P.bracetosa,27.684
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,27.766
P.bracetosa,28.01
P.bracetosa,28.352
P.bracetosa,28.412
P.bracetosa,28.412
P.bracetosa,28.412
P.bracetosa,28.412
P.bracetosa,28.412
P.bracetosa,28.65
P.bracetosa,28.67
P.bracetosa,28.827
P.bracetosa,28.965
P.bracetosa,28.965
P.bracetosa,28.965
P.bracetosa,29.062
P.bracetosa,29.45
P.bracetosa,29.45
P.bracetosa,29.584
P.bracetosa,29.584
P.bracetosa,29.584
P.bracetosa,29.584
P.bracetosa,29.584
P.bracetosa,29.661
P.bracetosa,29.661
P.bracetosa,30.06
P.bracetosa,30.116
P.bracetosa,30.116
P.bracetosa,30.135
P.bracetosa,30.266
P.bracetosa,30.285
P.bracetosa,30.285
P.bracetosa,30.49
P.bracetosa,30.49
P.bracetosa,30.657
P.bracetosa,30.657
P.bracetosa,30.713
P.bracetosa,31.006
P.bracetosa,31.006
P.bracetosa,31.442
P.bracetosa,31.658
P.bracetosa,31.658
P.bracetosa,31.943
P.bracetosa,31.943
P.bracetosa,32.032
P.bracetosa,32.032
P.bracetosa,32.032
P.bracetosa,32.436
P.bracetosa,32.506
P.bracetosa,32.576
P.bracetosa,32.576
P.bracetosa,33.059
P.bracetosa,33.264
P.bracetosa,33.671
P.bracetosa,33.671
P.bracetosa,33.671
P.bracetosa,33.822
P.bracetosa,33.822
P.bracetosa,34.338
P.bracetosa,34.813
P.bracetosa,34.813
P.bracetosa,34.927
P.bracetosa,35.443
P.bracetosa,35.443
P.bracetosa,35.586
P.bracetosa,35.697
P.bracetosa,35.697
P.bracetosa,35.697
P.bracetosa,36.029
P.bracetosa,36.218
P.bracetosa,36.218
P.bracetosa,36.343
P.bracetosa,36.343
P.bracetosa,36.389
P.bracetosa,36.452
P.bracetosa,37.191
P.dasytaschya,17.913
P.dasytaschya,18.581
P.dasytaschya,19.279
P.dasytaschya,19.416
P.dasytaschya,19.667
P.dasytaschya,20.335
P.dasytaschya,20.591
